name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,heat_capacity,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,property_name,property_phase_raw,property_phase_norm,phase_coarse,temperature_K,pressure_kPa,expanded_uncertainty,doi,title,journal,year,primary_inchi,primary_inchikey,source_file,component_regnum,component_count,is_mixture,structure_source,structure_key,abs_delta_T_ref,abs_delta_P_ref
2-cyclohexylethanol,OCCC1CCCCC1,Experimental,C8H16O,128.215,2.0,1.0,1.0,20.23,1.9491,-,-,-,-,-,261.91,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,296.38,101.325,4.06,10.1016/j.tca.2014.03.043,Heat Capacities of 2-Propenol and Selected Cyclohexylalcohols,Thermochim. Acta,2014,"InChI=1S/C8H16O/c9-7-6-8-4-2-1-3-5-8/h8-9H,1-7H2",QJQZRLXDLORINA-UHFFFAOYSA-N,j.tca.2014.03.043.json,2,1,False,inchi,inchikey::QJQZRLXDLORINA-UHFFFAOYSA-N,1.7699999999999818,
dipropyl carbonate,CCCOC(=O)OCCC,Experimental,C7H14O3,146.186,4.0,0.0,3.0,35.53,1.9596,-,-,-,-,-,276.43,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,100.0,10.71,10.1021/acs.jced.7b00295,"Vapor Pressures and Thermophysical Properties of Dimethyl Carbonate, Diethyl Carbonate, and Dipropyl Carbonate",J. Chem. Eng. Data,2017,"InChI=1S/C7H14O3/c1-3-5-9-7(8)10-6-4-2/h3-6H2,1-2H3",VUPKGFBOKBGHFZ-UHFFFAOYSA-N,acs.jced.7b00295.json,3,1,False,inchi,inchikey::VUPKGFBOKBGHFZ-UHFFFAOYSA-N,1.8500000000000227,
4-ethylmorpholine,CCN1CCOCC1,Experimental,C6H13NO,115.176,1.0,0.0,2.0,12.47,0.3385,-,-,-,-,-,208.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,100.0,8.1,10.1021/acs.jced.8b01159,Vapor Pressure of 4-Ethylmorpholine Revisited: Thermodynamically Consistent Vapor Pressure Equation,J. Chem. Eng. Data,2019,"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",HVCNXQOWACZAFN-UHFFFAOYSA-N,acs.jced.8b01159.json,1,1,False,inchi,inchikey::HVCNXQOWACZAFN-UHFFFAOYSA-N,1.8500000000000227,
diethylene glycol,OCCOCCO,Experimental,C4H10O3,106.12099999999998,4.0,2.0,3.0,49.69,-1.0124,-,-,-,-,-,246.93945606,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Metastable liquid,liquid,liquid,300.0,100.0,9.56162877,10.1021/acs.jced.9b00140,Heat Capacity and Phase Behavior of Selected Oligo(ethylene glycol)s,J. Chem. Eng. Data,2019,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",MTHSVFCYNBDYFN-UHFFFAOYSA-N,acs.jced.9b00140.json,2,1,False,inchi,inchikey::MTHSVFCYNBDYFN-UHFFFAOYSA-N,1.8500000000000227,
triethylene glycol,OCCOCCOCCO,Experimental,C6H14O4,150.17399999999998,7.0,2.0,4.0,58.92,-0.9958,-,-,-,-,-,335.155874538,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Metastable liquid,liquid,liquid,300.0,100.0,12.970557288,10.1021/acs.jced.9b00140,Heat Capacity and Phase Behavior of Selected Oligo(ethylene glycol)s,J. Chem. Eng. Data,2019,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,acs.jced.9b00140.json,3,1,False,inchi,inchikey::ZIBGPFATKBEMQZ-UHFFFAOYSA-N,1.8500000000000227,
tetraethylene glycol,OCCOCCOCCOCCO,Experimental,C8H18O5,194.227,10.0,2.0,5.0,68.15,-0.9791999999999998,-,-,-,-,-,428.277824298,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Metastable liquid,liquid,liquid,300.0,100.0,16.545775002,10.1021/acs.jced.9b00140,Heat Capacity and Phase Behavior of Selected Oligo(ethylene glycol)s,J. Chem. Eng. Data,2019,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",UWHCKJMYHZGTIT-UHFFFAOYSA-N,acs.jced.9b00140.json,4,1,False,inchi,inchikey::UWHCKJMYHZGTIT-UHFFFAOYSA-N,1.8500000000000227,
"3,6,9,12-tetraoxatetradecane-1,14-diol",OCCOCCOCCOCCOCCO,Experimental,C10H22O6,238.28,13.0,2.0,6.0,77.38000000000001,-0.9625999999999986,-,-,-,-,-,521.233484862,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Metastable liquid,liquid,liquid,300.0,100.0,20.204137314,10.1021/acs.jced.9b00140,Heat Capacity and Phase Behavior of Selected Oligo(ethylene glycol)s,J. Chem. Eng. Data,2019,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2",JLFNLZLINWHATN-UHFFFAOYSA-N,acs.jced.9b00140.json,5,1,False,inchi,inchikey::JLFNLZLINWHATN-UHFFFAOYSA-N,1.8500000000000227,
"3,6,9,12,15-pentaoxaheptadecane-1,17-diol",OCCOCCOCCOCCOCCOCCO,Experimental,C12H26O7,282.333,16.0,2.0,7.0,86.61000000000001,-0.9459999999999973,-,-,-,-,-,617.514929346,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,100.0,23.945644224,10.1021/acs.jced.9b00140,Heat Capacity and Phase Behavior of Selected Oligo(ethylene glycol)s,J. Chem. Eng. Data,2019,"InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2",IIRDTKBZINWQAW-UHFFFAOYSA-N,acs.jced.9b00140.json,6,1,False,inchi,inchikey::IIRDTKBZINWQAW-UHFFFAOYSA-N,1.8500000000000227,
fluorene,c1ccc2c(c1)Cc1ccccc1-2,Experimental,C13H10,166.22299999999996,0.0,0.0,0.0,0.0,3.2578000000000022,-,-,-,-,-,196.471635,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,100.0,7.64934,10.1016/j.fluid.2016.11.012,"Recommended vapor pressures for acenaphthylene, fluoranthene, and fluorene",Fluid Phase Equilib.,2017,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,j.fluid.2016.11.012.json,2,1,False,inchi,inchikey::NIHNNTQXNPWCJQ-UHFFFAOYSA-N,1.8500000000000227,
"(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentaol",CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Experimental,C7H17NO5,195.215,6.0,6.0,6.0,113.18,-3.3582999999999976,-,-,-,-,-,333.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,101.325,83.0,10.1021/acs.jced.5b00816,Calorimetric Properties and Solubility in Five Pure Organic Solvents of N-Methyl-d-Glucamine (Meglumine),J. Chem. Eng. Data,2016,"InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3/t4-,5+,6+,7+/m0/s1",MBBZMMPHUWSWHV-BDVNFPICSA-N,acs.jced.5b00816.json,1,1,False,inchi,inchikey::MBBZMMPHUWSWHV-BDVNFPICSA-N,1.8500000000000227,
.gamma.-valerolactone,CC1CCC(=O)O1,Experimental,C5H8O2,100.11699999999999,0.0,0.0,2.0,26.3,0.7119,-,-,-,-,-,175.31,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,6.79,10.1021/acs.jced.7b00578,"Vapor Pressures and Thermophysical Properties of Ethylene Carbonate, Propylene Carbonate, -Valerolactone, and -Butyrolactone",J. Chem. Eng. Data,2017,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",GAEKPEKOJKCEMS-UHFFFAOYSA-N,acs.jced.7b00578.json,3,1,False,inchi,inchikey::GAEKPEKOJKCEMS-UHFFFAOYSA-N,1.8500000000000227,
2-methylpropane,CC(C)C,Experimental,C4H10,58.124,0.0,0.0,0.0,0.0,1.6622999999999999,-,-,-,-,-,97.296,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Gas,gas,gas,300.0,101.325,3.768,10.1016/j.fluid.2014.09.017,Vapor pressure and gaseous speed of sound measurements for isobutane (R600a),Fluid Phase Equilib.,2014,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",NNPPMTNAJDCUHE-UHFFFAOYSA-N,j.fluid.2014.09.017.json,1,1,False,inchi,inchikey::NNPPMTNAJDCUHE-UHFFFAOYSA-N,1.8500000000000227,
1-hexen-3-ol,C=CC(O)CCC,Experimental,C6H12O,100.16099999999999,3.0,1.0,1.0,20.23,1.3334000000000001,-,-,-,-,-,269.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,6.6,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h4,6-7H,2-3,5H2,1H3",BVOSSZSHBZQJOI-UHFFFAOYSA-N,j.fluid.2015.05.026.json,1,1,False,inchi,inchikey::BVOSSZSHBZQJOI-UHFFFAOYSA-N,1.8500000000000227,
(Z)-3-hexen-1-ol,CC/C=C\CCO,Experimental,C6H12O,100.161,3.0,1.0,1.0,20.23,1.335,-,-,-,-,-,234.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,5.7,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",UFLHIIWVXFIJGU-ARJAWSKDSA-N,j.fluid.2015.05.026.json,2,1,False,inchi,inchikey::UFLHIIWVXFIJGU-ARJAWSKDSA-N,1.8500000000000227,
(E)-2-hexen-1-ol,CCC/C=C/CO,Experimental,C6H12O,100.16099999999999,3.0,1.0,1.0,20.23,1.335,-,-,-,-,-,237.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,5.8,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",ZCHHRLHTBGRGOT-SNAWJCMRSA-N,j.fluid.2015.05.026.json,3,1,False,inchi,inchikey::ZCHHRLHTBGRGOT-SNAWJCMRSA-N,1.8500000000000227,
"(E)-3,7-dimethyl-2,6-octadien-1-ol",CC(C)=CCC/C(C)=C/CO,Experimental,C10H18O,154.253,4.0,1.0,1.0,20.23,2.6714000000000016,-,-,-,-,-,346.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,3.5,10.1016/j.fluid.2015.07.031,Vapor pressures and thermophysical properties of selected monoterpenoids,Fluid Phase Equilib.,2015,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",GLZPCOQZEFWAFX-JXMROGBWSA-N,j.fluid.2015.07.031.json,1,1,False,inchi,inchikey::GLZPCOQZEFWAFX-JXMROGBWSA-N,1.8500000000000227,
"(S)-3,7-dimethyl-6-octen-1-ol",CC(C)=CCC[C@H](C)CCO,Experimental,C10H20O,156.269,5.0,1.0,1.0,20.23,2.751300000000002,-,-,-,-,-,357.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,3.6,10.1016/j.fluid.2015.07.031,Vapor pressures and thermophysical properties of selected monoterpenoids,Fluid Phase Equilib.,2015,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m0/s1",QMVPMAAFGQKVCJ-JTQLQIEISA-N,j.fluid.2015.07.031.json,3,1,False,inchi,inchikey::QMVPMAAFGQKVCJ-JTQLQIEISA-N,1.8500000000000227,
3-heptanol,CCCCC(O)CC,Experimental,C7H16O,116.204,4.0,1.0,1.0,20.23,1.9475000000000002,-,-,-,-,-,317.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,12.9,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",RZKSECIXORKHQS-UHFFFAOYSA-N,j.fluid.2016.04.003.json,2,1,False,inchi,inchikey::RZKSECIXORKHQS-UHFFFAOYSA-N,1.8500000000000227,
2-methyl-2-hexanol,CCCCC(C)(C)O,Experimental,C7H16O,116.204,3.0,1.0,1.0,20.23,1.9475000000000002,-,-,-,-,-,316.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,12.8,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3",KRIMXCDMVRMCTC-UHFFFAOYSA-N,j.fluid.2016.04.003.json,4,1,False,inchi,inchikey::KRIMXCDMVRMCTC-UHFFFAOYSA-N,1.8500000000000227,
5-methyl-2-hexanol,CC(C)CCC(C)O,Experimental,C7H16O,116.20399999999998,3.0,1.0,1.0,20.23,1.8034,-,-,-,-,-,297.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,12.1,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-6(2)4-5-7(3)8/h6-8H,4-5H2,1-3H3",ZDVJGWXFXGJSIU-UHFFFAOYSA-N,j.fluid.2016.04.003.json,5,1,False,inchi,inchikey::ZDVJGWXFXGJSIU-UHFFFAOYSA-N,1.8500000000000227,
2-methyl-3-hexanol,CCCC(O)C(C)C,Experimental,C7H16O,116.20399999999998,3.0,1.0,1.0,20.23,1.8034,-,-,-,-,-,327.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,13.3,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-4-5-7(8)6(2)3/h6-8H,4-5H2,1-3H3",RGRUUTLDBCWYBL-UHFFFAOYSA-N,j.fluid.2016.04.003.json,6,1,False,inchi,inchikey::RGRUUTLDBCWYBL-UHFFFAOYSA-N,1.8500000000000227,
3-ethyl-3-pentanol,CCC(O)(CC)CC,Experimental,C7H16O,116.204,3.0,1.0,1.0,20.23,1.9475000000000002,-,-,-,-,-,361.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,14.7,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3",XKIRHOWVQWCYBT-UHFFFAOYSA-N,j.fluid.2016.04.003.json,7,1,False,inchi,inchikey::XKIRHOWVQWCYBT-UHFFFAOYSA-N,1.8500000000000227,
"2,2-dimethyl-3-pentanol",CCC(O)C(C)(C)C,Experimental,C7H16O,116.20399999999998,1.0,1.0,1.0,20.23,1.8034,-,-,-,-,-,352.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,14.3,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-5-6(8)7(2,3)4/h6,8H,5H2,1-4H3",HMSVXZJWPVIVIV-UHFFFAOYSA-N,j.fluid.2016.04.003.json,8,1,False,inchi,inchikey::HMSVXZJWPVIVIV-UHFFFAOYSA-N,1.8500000000000227,
"2,4-dimethyl-3-pentanol",CC(C)C(O)C(C)C,Experimental,C7H16O,116.20399999999997,2.0,1.0,1.0,20.23,1.6593,-,-,-,-,-,362.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,14.7,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,"InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3",BAYAKMPRFGNNFW-UHFFFAOYSA-N,j.fluid.2016.04.003.json,9,1,False,inchi,inchikey::BAYAKMPRFGNNFW-UHFFFAOYSA-N,1.8500000000000227,
(diethylamino)ethanol,CCN(CC)CCO,Experimental,C6H15NO,117.19200000000001,4.0,1.0,2.0,23.47,0.32050000000000006,-,-,-,-,-,281.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,10.9,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",BFSVOASYOCHEOV-UHFFFAOYSA-N,j.fluid.2018.05.032.json,1,1,False,inchi,inchikey::BFSVOASYOCHEOV-UHFFFAOYSA-N,1.8500000000000227,
2-(ethylamino)ethanol,CCNCCO,Experimental,C4H11NO,89.13799999999998,3.0,2.0,2.0,32.26,-0.41180000000000005,-,-,-,-,-,227.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,8.8,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,"InChI=1S/C4H11NO/c1-2-5-3-4-6/h5-6H,2-4H2,1H3",MIJDSYMOBYNHOT-UHFFFAOYSA-N,j.fluid.2018.05.032.json,2,1,False,inchi,inchikey::MIJDSYMOBYNHOT-UHFFFAOYSA-N,1.8500000000000227,
2-isopropylaminoethanol,CC(C)NCCO,Experimental,C5H13NO,103.16499999999999,3.0,2.0,2.0,32.26,-0.023299999999999987,-,-,-,-,-,260.1,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,10.1,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,"InChI=1S/C5H13NO/c1-5(2)6-3-4-7/h5-7H,3-4H2,1-2H3",RILLZYSZSDGYGV-UHFFFAOYSA-N,j.fluid.2018.05.032.json,3,1,False,inchi,inchikey::RILLZYSZSDGYGV-UHFFFAOYSA-N,1.8500000000000227,
d-carvone,C=C(C)[C@H]1CC=C(C)C(=O)C1,Experimental,C10H14O,150.22099999999998,1.0,0.0,1.0,17.07,2.4879000000000007,-,-,-,-,-,280.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,10.9,10.1016/j.fluid.2019.112248,Vapor pressure and thermophysical properties of eugenol and (+)-carvone,Fluid Phase Equilib.,2019,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m0/s1",ULDHMXUKGWMISQ-VIFPVBQESA-N,j.fluid.2019.112248.json,1,1,False,inchi,inchikey::ULDHMXUKGWMISQ-VIFPVBQESA-N,1.8500000000000227,
2-hydroxy-5-allylanisole,C=CCc1ccc(O)c(OC)c1,Experimental,C10H12O2,164.20399999999998,3.0,1.0,2.0,29.46,2.1293,-,-,-,-,-,322.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,12.5,10.1016/j.fluid.2019.112248,Vapor pressure and thermophysical properties of eugenol and (+)-carvone,Fluid Phase Equilib.,2019,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,j.fluid.2019.112248.json,2,1,False,inchi,inchikey::RRAFCDWBNXTKKO-UHFFFAOYSA-N,1.8500000000000227,
iron(II) chromium(III) tetraoxide,[Cr+3].[Cr+3].[Fe+2].[O-2].[O-2].[O-2].[O-2],Experimental,Cr2FeO4,223.83299999999997,0.0,0.0,0.0,114.0,-0.4827,-,-,-,-,-,151.326,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,101.325,3.027,10.1016/j.jct.2007.03.001,"Thermodynamics of Cr2O3, FeCr2O4, ZnCr2O4, and CoCr2O4",J. Chem. Thermodyn.,2007,InChI=1S/2Cr.Fe.4O/q2*+3;+2;4*-2,ZVGDREFFARNQTP-UHFFFAOYSA-N,j.jct.2007.03.001.json,2,1,False,inchi,inchikey::ZVGDREFFARNQTP-UHFFFAOYSA-N,1.8500000000000227,
zinc(II) chromium(III) oxide,[Cr+3].[Cr+3].[O-2].[O-2].[O-2].[O-2].[Zn+2],Experimental,Cr2O4Zn,233.378,0.0,0.0,0.0,114.0,-0.4827,-,-,-,-,-,130.572,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,101.325,2.611,10.1016/j.jct.2007.03.001,"Thermodynamics of Cr2O3, FeCr2O4, ZnCr2O4, and CoCr2O4",J. Chem. Thermodyn.,2007,InChI=1S/2Cr.4O.Zn/q2*+3;4*-2;+2,JQOAZIZLIIOXEW-UHFFFAOYSA-N,j.jct.2007.03.001.json,3,1,False,inchi,inchikey::JQOAZIZLIIOXEW-UHFFFAOYSA-N,1.8500000000000227,
dichromium(III) cobalt(II) oxide,[Co+2].[Cr+3].[Cr+3].[O-2].[O-2].[O-2].[O-2],Experimental,CoCr2O4,226.921,0.0,0.0,0.0,114.0,-0.4827,-,-,-,-,-,129.04,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,101.325,2.581,10.1016/j.jct.2007.03.001,"Thermodynamics of Cr2O3, FeCr2O4, ZnCr2O4, and CoCr2O4",J. Chem. Thermodyn.,2007,InChI=1S/Co.2Cr.4O/q+2;2*+3;4*-2,GFWJKCRDYQMSSE-UHFFFAOYSA-N,j.jct.2007.03.001.json,4,1,False,inchi,inchikey::GFWJKCRDYQMSSE-UHFFFAOYSA-N,1.8500000000000227,
D-fructose,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,Experimental,C6H12O6,180.15599999999998,5.0,5.0,6.0,118.22,-3.377199999999999,-,-,-,-,-,397.15,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,7.94,10.1016/j.jct.2012.07.003,Apparent heat capacity measurements and thermodynamic functions of d(-)-fructose by standard and temperature-modulated calorimetry,J. Chem. Thermodyn.,2013,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1",BJHIKXHVCXFQLS-UYFOZJQFSA-N,j.jct.2012.07.003.json,1,1,False,inchi,inchikey::BJHIKXHVCXFQLS-UYFOZJQFSA-N,1.8500000000000227,
methyl isocyanate,CN=C=O,Experimental,C2H3NO,57.052,0.0,0.0,2.0,29.43,-0.04800000000000004,-,-,-,-,-,107.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,0.3,10.1016/j.jct.2012.10.011,"Entropy, related thermodynamic properties, and structure of methylisocyanate",J. Chem. Thermodyn.,2013,InChI=1S/C2H3NO/c1-3-2-4/h1H3,HAMGRBXTJNITHG-UHFFFAOYSA-N,j.jct.2012.10.011.json,1,1,False,inchi,inchikey::HAMGRBXTJNITHG-UHFFFAOYSA-N,1.8500000000000227,
(S)-1-methyl-4-(1-methylethenyl)cyclohexene,C=C(C)[C@@H]1CC=C(C)CC1,Experimental,C10H16,136.238,1.0,0.0,0.0,0.0,3.308900000000002,-,-,-,-,-,257.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,300.0,101.325,4.5,10.1016/j.jct.2014.04.022,Thermodynamic study of selected monoterpenes III,J. Chem. Thermodyn.,2014,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m1/s1",XMGQYMWWDOXHJM-SNVBAGLBSA-N,j.jct.2014.04.022.json,5,1,False,inchi,inchikey::XMGQYMWWDOXHJM-SNVBAGLBSA-N,1.8500000000000227,
silicon dioxide,O=[Si]=O,Experimental,O2Si,60.084,0.0,0.0,2.0,34.14,-0.6184000000000001,-,-,-,-,-,44.7403245,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,300.0,101.325,0.7233615,10.1016/j.jct.2018.01.019,"P21/c-C2/c phase transition and mixing properties of the (Li,Na)FeGe2O6 solid solution: A calorimetric and thermodynamic study",J. Chem. Thermodyn.,2018,InChI=1S/O2Si/c1-3-2,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,j.jct.2018.01.019.json,1,1,False,inchi,inchikey::VYPSYNLAJGMNEJ-UHFFFAOYSA-N,1.8500000000000227,
"N-methyl-N-2,4,6-tetranitrobenzenamine",CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],Experimental,C7H5N5O8,287.144,5.0,0.0,8.0,175.79999999999998,1.0391,-,-,-,-,-,261.300585,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,300.0,101.325,20.958604065,10.1016/j.tca.2004.11.033,Thermal conductivity of Tetryl by modulated differential scanning calorimetry,Thermochim. Acta,2005,"InChI=1S/C7H5N5O8/c1-8(12(19)20)7-5(10(15)16)2-4(9(13)14)3-6(7)11(17)18/h2-3H,1H3",AGUIVNYEYSCPNI-UHFFFAOYSA-N,j.tca.2004.11.033.json,1,1,False,inchi,inchikey::AGUIVNYEYSCPNI-UHFFFAOYSA-N,1.8500000000000227,
